Valor,TipoAluguel,Iptu,Area,Quartos,Banheiros,Vagas,Cidade,Endereco
"
1800
",dia,0,"
220
","
4
","
2
",0,florianopolis,"Avenida dos Dourados, Jurerê Internacional"
"
2500
",dia,0,"
320
","
4
","
4
","
2
",florianopolis,"Avenida dos Dourados, Jurerê Internacional"
"
500
",dia,0,"
100
","
3
","
2
",0,florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
500
",dia,0,"
100
","
3
","
2
",0,florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
660
",dia,0,"
90
","
3
","
2
","
1
",florianopolis,"Rua Joel Moura, Canasvieiras"
"
1670
",mês, 42,"
100
","
3
","
1
",0,florianopolis,"São João do Rio Vermelho, Florianópolis"
"
750
",dia,0,"
70
","
2
","
2
","
1
",florianopolis,"Rua Madre Maria Vilac, Canasvieiras"
"
3700
",mês, 141,"
82
","
3
","
2
","
3
",florianopolis,"Rua Santa Luzia, Trindade"
"
4500
",mês, 99,"
224
","
4
","
3
","
2
",florianopolis,"Rua Cônego Thomaz Fontes, Santa Mônica"
"
800
",dia,0,"
250
","
4
","
3
",0,florianopolis,"Estrada Dom João Becker, Ingleses do Rio Vermelho"
"
1300
",dia,0,"
200
","
4
","
4
","
4
",florianopolis,"Rua Olegário Pereira, Cachoeira do Bom Jesus"
"
450
",dia,0,"
60
","
2
","
2
",0,florianopolis,"Rua Cônego Walmor Castro, Ponta das Canas"
"
530
",dia,0,"
72
","
3
","
2
",0,florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
2250
",dia,0,"
210
","
5
","
5
","
4
",florianopolis,"Rua Léa Castro Ramos, Praia Brava"
"
880
",dia,0,"
150
","
3
","
3
","
2
",florianopolis,"Rua João Luiz da Silva Brito, Canasvieiras"
"
1250
",dia,0,"
160
","
3
","
2
",0,florianopolis,"Rua Vereador Osni Ortiga, Lagoa da Conceição"
"
1650
",mês, 1000,"
85
","
1
","
1
","
2
",florianopolis,"São João do Rio Vermelho, Florianópolis"
"
730
",dia,0,"
150
","
4
","
3
","
1
",florianopolis,"Rua Boaventura, Cachoeira do Bom Jesus"
"
5500
",mês, 306,"
325
","
4
","
3
","
2
",florianopolis,"Rua Vereador José do Vale Pereira, Coqueiros"
"
4500
",mês,0,"
240
","
3
","
3
","
2
",florianopolis,"Servidão Ana Maria da Costa, Campeche"
"
4500
",mês, 100,"
224
","
4
","
3
","
2
",florianopolis,"Rua Cônego Thomaz Fontes, Santa Mônica"
"
9000
",mês, 1940,"
687
","
5
","
8
","
4
",florianopolis,"Rua Jerônimo José Dias, Saco dos Limões"
"
6500
",mês,0,"
350
","
6
","
6
","
3
",florianopolis,"Pantanal, Florianópolis"
"
2150
",dia, 1,"
195
","
4
","
4
","
2
",florianopolis,"Rua Léa Castro Ramos, Praia Brava"
"
1700
",mês,0,"
300
","
6
","
6
","
2
",florianopolis,"Avenida dos Salmões, Jurerê Internacional"
"
580
",dia,0,"
85
","
2
","
1
","
1
",florianopolis,"Rua Alcides Bonatelli, Ponta das Canas"
"
1300
",dia,0,"
170
","
4
","
3
","
2
",florianopolis,"Avenida dos Jerivás, Cachoeira do Bom Jesus"
"
1500
",dia,0,"
190
","
3
","
4
","
2
",florianopolis,"Avenida Luiz Boiteux Piazza, Cachoeira do Bom Jesus"
"
9500
",mês, 265,"
330
","
5
","
5
","
4
",florianopolis,"Rodovia Rafael da Rocha Pires, Sambaqui"
"
400
",dia,0,"
180
","
2
","
1
","
2
",florianopolis,"Canasvieiras, Florianópolis"
"
700
",dia,0,"
72
","
3
","
2
","
1
",florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
5000
",mês, 81,"
250
","
4
","
4
","
2
",florianopolis,"Servidão Braulina Machado, Vargem Grande"
"
1000
",dia,0,"
110
","
2
","
2
","
1
",florianopolis,"Jurerê Internacional, Florianópolis"
"
650
",dia,0,"
80
","
3
","
2
",0,florianopolis,"Rua Orlando Teixeira, Ponta das Canas"
"
460
",dia,0,"
83
","
3
","
2
","
2
",florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
1500
",dia,0,"
200
","
3
","
2
","
2
",florianopolis,"Rua Pedro Alexandrino, Cachoeira do Bom Jesus"
"
1190
",mês, 69,"
45
","
2
","
1
","
1
",florianopolis,"Rua Visconde de Cairú, Estreito"
"
660
",dia,0,"
100
","
3
","
2
","
1
",florianopolis,"Rua Boa Ventura, Cachoeira do Bom Jesus"
"
7500
",mês, 205,"
450
","
5
","
7
","
3
",florianopolis,"Itacorubi, Florianópolis"
"
3000
",dia,0,"
450
","
5
","
6
","
2
",florianopolis,"Rua dos Bijupirás, Jurerê Internacional"
"
1210
",dia,0,"
200
","
3
","
2
","
3
",florianopolis,"Avenida dos Jerivás, Cachoeira do Bom Jesus"
"
1250
",dia,0,"
200
","
3
","
2
","
3
",florianopolis,"Rua Mário Lacombe, Canasvieiras"
"
5000
",mês, 81,"
250
","
4
","
4
","
2
",florianopolis,"Servidão Braulina Machado, Vargem Grande"
"
1800
",dia,0,"
250
","
4
","
3
","
4
",florianopolis,"Avenida Luiz Boiteux Piazza, Cachoeira do Bom Jesus"
"
750
",dia, 149,"
80
","
3
","
2
",0,florianopolis,"Travessa Porto dos Navegantes, Cachoeira do Bom Jesus"
"
1300
",mês,0,"
50
","
1
","
1
","
2
",florianopolis,"Servidão Dona Vitorina Lopes, Campeche"
"
1700
",mês, 7,"
69
","
2
","
1
","
1
",florianopolis,"Servidão Coral, Campeche"
"
380
",dia,0,"
85
","
2
","
2
",0,florianopolis,"Rua Diácono Nemésio Coelho, Ponta das Canas"
"
400
",dia,0,"
45
","
2
","
1
","
1
",florianopolis,"Rua Iolita Siqueira, Ponta das Canas"
"
500
",dia,0,"
80
","
2
","
2
",0,florianopolis,"Rua Iolita Siqueira, Ponta das Canas"
"
1700
",mês,0,"
69
","
2
","
1
","
1
",florianopolis,"Campeche, Florianópolis"
"
2500
",dia,0,"
490
","
5
","
7
","
4
",florianopolis,"Rua das Tibiras, Jurerê Internacional"
"
3950
",mês, 598,"
218
","
3
","
3
","
2
",florianopolis,"Rua Gécio de Souza e Silva, Sambaqui"
"
1700
",mês,0,"
60
","
2
","
1
","
1
",florianopolis,"Servidão João Gonçalves Pereira, Rio Tavares"
"
2300
",mês, 480,"
60
","
2
","
2
","
2
",florianopolis,"Rua das Garças, Campeche"
"
1350
",dia,0,"
170
","
4
","
3
","
3
",florianopolis,"Rua Vidal Ramos Neto, Canasvieiras"
"
7000
",mês, 170,"
480
","
3
","
5
","
4
",florianopolis,"Rua Antônio Mattos Areas, Balneário"
"
900
",dia,0,"
135
","
4
","
3
","
2
",florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
530
",dia,0,"
95
","
3
","
2
",0,florianopolis,"Rua Iolita Siqueira, Ponta das Canas"
"
1000
",dia,0,"
160
","
4
","
4
","
2
",florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
1180
",dia,0,"
200
","
6
","
5
","
3
",florianopolis,"Avenida Epitácio Bittencourt, Ponta das Canas"
"
5000
",mês,0,"
185
","
3
","
3
","
3
",florianopolis,"Santa Mônica, Florianópolis"
"
550
",mês, 12,"
45
","
2
","
1
","
1
",florianopolis,"Servidão Guilherme Evaristo dos Santos, Vargem Grande"
"
750
",mês,0,"
48
","
1
","
1
",0,florianopolis,"Servidão Santino, Estreito"
"
480
",dia,0,"
63
","
2
","
1
","
1
",florianopolis,"Rua Iolita Siqueira, Ponta das Canas"
"
6900
",mês, 125,"
150
","
3
","
2
",0,florianopolis,"Rua Otávio Cruz, Campeche"
"
1180
",dia,0,"
180
","
3
","
3
","
6
",florianopolis,"Servidão da Graça, Santinho"
"
1150
",mês, 21,"
65
","
3
","
1
",0,florianopolis,"Servidão Meu Cantinho, Saco Grande"
"
7000
",mês,0,"
260
","
4
","
4
","
4
",florianopolis,"Agronômica, Florianópolis"
"
5300
",mês, 140,"
221
","
4
","
3
","
4
",florianopolis,"Santa Mônica, Florianópolis"
"
1400
",dia,0,"
200
","
3
","
3
","
4
",florianopolis,"Rua dos Coqueiros Verdes, Cachoeira do Bom Jesus"
"
5000
",mês, 90,"
230
","
3
","
2
","
2
",florianopolis,"Rua Otávio Francisco Quintino, Joao Paulo"
"
840
",mês,0,"
47
","
2
","
1
","
1
",florianopolis,"São João do Rio Vermelho, Florianópolis"
"
3500
",dia,0,"
320
","
4
","
3
","
2
",florianopolis,"Rua dos Aruanãs, Jurerê Internacional"
"
960
",mês,0,"
45
","
1
","
1
","
1
",florianopolis,"São João do Rio Vermelho, Florianópolis"
"
300
",dia,0,"
121
","
1
","
1
","
2
",florianopolis,"Servidão Novas Palmeiras, São João do Rio Vermelho"
"
480
",dia,0,"
70
","
2
","
1
","
1
",florianopolis,"Rua Doutor João de Oliveira, Canasvieiras"
"
970
",mês,0,"
30
","
1
","
1
","
1
",florianopolis,"São João do Rio Vermelho, Florianópolis"
"
5500
",mês, 295,"
360
","
5
","
1
","
2
",florianopolis,"Rua Vereador José do Vale Pereira, Coqueiros"
"
1940
",mês, 179,"
75
","
3
","
1
",0,florianopolis,"Centro, Florianópolis"
"
1800
",mês, 50,"
60
","
1
","
1
","
1
",florianopolis,"Lagoa da Conceição, Florianópolis"
"
1100
",mês, 25,"
50
","
2
","
1
",0,florianopolis,"Rua Coronel Pedro Demoro, Balneário"
"
850
",dia,0,"
120
","
3
","
3
","
2
",florianopolis,"Avenida Luiz Boiteux Piazza, Cachoeira do Bom Jesus"
"
1250
",dia,0,"
170
","
4
","
3
","
3
",florianopolis,"Rua Desembargador Rid Silva, Canasvieiras"
"
350
",dia,0,"
48
","
2
","
1
","
1
",florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
7000
",mês, 109,"
350
","
5
","
5
","
4
",florianopolis,"Rua Doutor Djalma Moellmann, Centro"
"
1650
",dia,0,"
200
","
4
","
3
","
2
",florianopolis,"Rua dos Cambuatas, Jurerê"
"
3550
",mês, 124,"
164
","
3
","
2
","
2
",florianopolis,"Santa Mônica, Florianópolis"
"
1400
",dia,0,"
200
","
3
","
4
","
3
",florianopolis,"Ingleses do Rio Vermelho, Florianópolis"
"
380
",dia,0,"
85
","
2
","
1
","
2
",florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
700
",mês, 25,"
50
","
2
","
1
","
1
",florianopolis,"Estreito, Florianópolis"
"
1200
",dia, 1,"
120
","
3
","
2
","
2
",florianopolis,"Rua Ênnio Cavallazzi, Praia Brava"
"
600
",dia,0,"
112
","
2
","
1
","
1
",florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
5000
",mês, 92,"
150
","
3
","
2
","
4
",florianopolis,"Rua Florisbelo Silva, Sambaqui"
"
6500
",mês, 679,"
335
","
4
","
3
","
3
",florianopolis,"Rua João Henrique Gonçalves, Lagoa da Conceição"
"
4800
",mês, 125,"
180
","
2
","
2
","
2
",florianopolis,"Rua das Piraúnas, Jurerê Internacional"
"
2200
",dia,0,"
413
","
4
","
1
","
4
",florianopolis,"Rua dos Pintados, Jurerê Internacional"
"
5000
",mês, 1932,"
141
","
1
","
1
",0,florianopolis,"Rua Duarte Schutel, Centro"
"
1200
",dia,0,"
125
","
3
","
4
","
2
",florianopolis,"Avenida Luiz Boiteux Piazza, Cachoeira do Bom Jesus"
"
675
",dia,0,"
150
","
3
","
1
","
4
",florianopolis,"Estrada Dom João Becker, Ingleses do Rio Vermelho"
"
2500
",dia,0,"
300
","
4
","
4
","
2
",florianopolis,"Rua dos Cações, Jurerê Internacional"
"
600
",dia,0,"
96
","
3
","
2
","
2
",florianopolis,"Rua Franklin Cascaes, Ponta das Canas"
"
6500
",mês, 679,"
335
","
4
","
3
","
3
",florianopolis,"Rua João Henrique Gonçalves, Lagoa da Conceição"
"
3200
",dia,0,"
500
","
4
","
5
","
2
",florianopolis,"Rua das Tainhas, Jurerê Internacional"
"
4750
",mês, 1580,"
234
","
4
","
5
","
6
",florianopolis,"Estrada Caminho dos Açores, Santo Antônio de Lisboa"
"
900
",dia,0,"
120
","
3
","
2
","
3
",florianopolis,"Rua da Alegria, Cachoeira do Bom Jesus"
"
9000
",mês, 81,"
200
","
2
","
3
","
10
",florianopolis,"Avenida Pequeno Príncipe, Campeche"
"
8500
",mês,0,"
300
","
4
","
4
","
1
",florianopolis,"Rua dos Cações, Jurerê Internacional"
"
3250
",mês, 201,"
180
","
4
","
2
","
1
",florianopolis,"Centro, Florianópolis"
"
820
",mês,0,"
32
","
1
","
1
","
1
",florianopolis,"São João do Rio Vermelho, Florianópolis"
"
480
",dia,0,"
104
","
3
","
2
",0,florianopolis,"Rua Deputado Fernando Viegas, Ponta das Canas"
"
600
",dia,0,"
220
","
3
","
2
","
1
",florianopolis,"Rua Sitio Jannis, Cachoeira do Bom Jesus"
"
2300
",mês, 480,"
60
","
2
","
2
","
2
",florianopolis,"Rua das Garças, Campeche"
"
580
",dia,0,"
56
","
3
","
2
","
1
",florianopolis,"Rua Iolita Siqueira, Ponta das Canas"
"
2200
",dia,0,"
150
","
4
","
2
","
3
",florianopolis,"Rua das Flores, Canasvieiras"
"
1200
",dia,0,"
132
","
4
","
3
","
2
",florianopolis,"Rua Iolita Siqueira, Ponta das Canas"
"
1200
",dia,0,"
200
","
4
","
3
","
4
",florianopolis,"Rua Jardim Giselle, Cachoeira do Bom Jesus"
"
2200
",mês, 900,"
146
","
4
","
2
","
1
",florianopolis,"Servidão Solar das Oliveiras, Ingleses do Rio Vermelho"
"
750
",dia,0,"
190
","
4
","
3
","
1
",florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
1100
",dia,0,"
70
","
4
","
3
","
3
",florianopolis,"Rua José Daux, Canasvieiras"
"
450
",mês, 15,"
35
","
1
","
1
","
1
",florianopolis,"Estreito, Florianópolis"
"
2200
",dia,0,"
330
","
3
","
3
",0,florianopolis,"Rua dos Marimbaus, Jurerê Internacional"
"
8500
",mês, 207,"
330
","
4
","
3
","
5
",florianopolis,"Rodovia Rafael da Rocha Pires, Sambaqui"
"
1210
",dia,0,"
100
","
3
","
2
","
1
",florianopolis,"Travessa Sanderson Bittencourt, Jurerê"
"
4800
",mês, 250,"
194
","
6
","
3
","
4
",florianopolis,"Rua Luiz Pasteur, Trindade"
"
7000
",mês,0,"
3000
","
3
","
3
",0,florianopolis,"Avenida das Rendeiras, Lagoa da Conceição"
"
8000
",mês, 260,"
388
","
5
","
7
","
2
",florianopolis,"Rua Vera Linhares de Andrade, Córrego Grande"
"
4800
",mês, 221,"
276
","
6
","
2
","
2
",florianopolis,"Rua Luiz Pasteur, Trindade"
"
1800
",dia,0,"
300
","
4
","
2
","
2
",florianopolis,"Ingleses do Rio Vermelho, Florianópolis"
"
4500
",mês, 1079,"
200
","
3
","
4
","
1
",florianopolis,"Itacorubi, Florianópolis"
"
2250
",dia,0,"
205
","
4
","
4
","
4
",florianopolis,"Rua Léa Castro Ramos, Praia Brava"
"
700
",dia,0,"
110
","
3
","
2
",0,florianopolis,"Rua Cônego Walmor Castro, Ponta das Canas"
"
700
",dia,0,"
110
","
3
","
2
",0,florianopolis,"Rua Cônego Walmor Castro, Ponta das Canas"
"
380
",dia,0,"
80
","
3
","
2
",0,florianopolis,"Rua Iolita Siqueira, Ponta das Canas"
"
2500
",mês, 75,"
110
","
3
","
3
",0,florianopolis,"Rua Prefeito Dib Cherem, Capoeiras"
"
900
",mês, 29,"
40
","
1
","
1
","
1
",florianopolis,"Estrada Cristóvão Machado de Campos, Vargem Grande"
"
750
",mês, 74,"
40
","
1
","
1
",0,florianopolis,"Rua Conde Afonso Celso, Capoeiras"
"
900
",dia,0,"
117
","
4
","
2
","
1
",florianopolis,"Rua Cônego Walmor Castro, Ponta das Canas"
"
990
",dia,0,"
200
","
4
","
4
","
4
",florianopolis,"Rua Hypólito Gregório Pereira, Canasvieiras"
"
1000
",dia,0,"
165
","
3
","
3
","
2
",florianopolis,"Ingleses do Rio Vermelho, Florianópolis"
"
2200
",dia,0,"
155
","
5
","
5
",0,florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
2000
",dia,0,"
240
","
4
","
4
","
2
",florianopolis,"Rua das Palombetas, Jurerê Internacional"
"
680
",dia,0,"
120
","
3
","
2
","
2
",florianopolis,"Ingleses do Rio Vermelho, Florianópolis"
"
480
",dia,0,"
90
","
2
","
1
","
1
",florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
350
",dia, 10,"
75
","
2
","
1
","
1
",florianopolis,"Ingleses do Rio Vermelho, Florianópolis"
"
10000
",mês,0,"
180
","
3
","
4
","
4
",florianopolis,"Avenida dos Búzios, Jurerê Internacional"
"
2400
",dia,0,"
200
","
4
","
4
","
2
",florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
6500
",mês,0,"
150
","
3
","
3
","
2
",florianopolis,"Rua Rita Lourenço da Silveira, Lagoa da Conceição"
"
3500
",mês, 91,"
96
","
3
","
2
","
6
",florianopolis,"Rua São Vicente de Paula, Agronômica"
"
350
",dia,0,"
68
","
1
","
1
","
1
",florianopolis,"Avenida Tom Traugott Wildi, Praia Brava"
"
4000
",mês, 101,"
200
","
4
","
5
","
1
",florianopolis,"Rua Quatorze Bis, Carianos"
"
4000
",mês,0,"
250
","
4
","
1
","
2
",florianopolis,"Lagoa da Conceição, Florianópolis"
"
4200
",mês, 79,"
280
","
3
","
3
","
1
",florianopolis,"Lagoa da Conceição, Florianópolis"
"
350
",dia,0,"
80
","
2
","
1
","
1
",florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
420
",dia,0,"
80
","
2
","
1
",0,florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
2530
",dia,0,"
200
","
7
","
4
","
5
",florianopolis,"Rua Antenor Borges, Canasvieiras"
"
9000
",mês, 250,"
250
","
4
","
5
","
4
",florianopolis,"Rua Joe Collaço, Santa Mônica"
"
5200
",mês, 194,"
371
","
5
","
1
","
2
",florianopolis,"Rua Visconde de Taunay, Agronômica"
"
8500
",mês, 196,"
400
","
4
","
5
","
6
",florianopolis,"Rua Ernesto Stodieck, Centro"
"
1100
",dia,0,"
150
","
4
","
4
","
4
",florianopolis,"Servidão Fragata da Cachoeira, Cachoeira do Bom Jesus"
"
1000
",dia,0,"
210
","
3
","
2
","
2
",florianopolis,"Canasvieiras, Florianópolis"
"
7000
",mês, 365,"
469
","
5
","
6
","
5
",florianopolis,"Rua Priscila Novo Nunes Pires, Itacorubi"
"
7000
",mês, 365,"
469
","
5
","
6
","
5
",florianopolis,"Rua Priscila Novo Nunes Pires, Itacorubi"
"
1350
",dia,0,"
170
","
4
","
4
",0,florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
13000
",mês, 2103,"
350
","
5
","
2
","
4
",florianopolis,"Rua dos Robaletes, Jurerê Internacional"
"
8000
",mês, 248,"
430
","
6
","
4
","
4
",florianopolis,"Rua do Babaçú, Itacorubi"
"
3700
",mês, 600,"
150
","
6
","
3
","
4
",florianopolis,"Rua Manoel Pedro Vieira, Morro das Pedras"
"
1300
",mês,0,"
58
","
2
","
1
",0,florianopolis,"Agronômica, Florianópolis"
"
3000
",mês,0,"
250
","
10
","
5
","
3
",florianopolis,"Rua Desembargador Gil Costa, Estreito"
"
9500
",mês,0,"
320
","
5
","
3
","
2
",florianopolis,"Rodovia Rafael da Rocha Pires, Sambaqui"
"
3500
",dia,0,"
673
","
4
","
2
","
3
",florianopolis,"Rua das Garoupas, Jurerê Internacional"
"
1100
",dia,0,"
130
","
4
","
3
","
4
",florianopolis,"Rua Doutor Hélio Anjos Ortiz, Canasvieiras"
"
600
",dia,0,"
82
","
3
","
2
",0,florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
1500
",dia,0,"
400
","
4
","
4
","
3
",florianopolis,"Rua dos Aruanãs, Jurerê Internacional"
"
780
",mês, 16,"
32
","
1
","
1
","
1
",florianopolis,"Servidão Nossa Senhora do Desterro, Carianos"
"
500
",mês, 35,"
15
","
1
","
1
","
1
",florianopolis,"Santo Antônio de Lisboa, Florianópolis"
"
1100
",dia,0,"
170
","
4
","
3
","
4
",florianopolis,"Rua Apóstolo Paschoal, Canasvieiras"
"
4100
",mês, 158,"
161
","
4
","
2
","
1
",florianopolis,"Rodovia João Paulo, Joao Paulo"
"
1700
",dia,0,"
190
","
5
","
2
",0,florianopolis,"Travessa da Enseada, Cachoeira do Bom Jesus"
"
480
",dia,0,"
80
","
3
","
2
",0,florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
1750
",dia,0,"
220
","
4
","
4
","
5
",florianopolis,"Canasvieiras, Florianópolis"
"
8000
",mês, 850,"
347
","
4
","
5
","
4
",florianopolis,"Servidão Caminho do Pescador, Lagoa da Conceição"
"
3000
",dia,0,"
420
","
2
","
5
","
3
",florianopolis,"Avenida dos Búzios, Jurerê Internacional"
"
350
",dia, 10,"
75
","
2
","
1
","
1
",florianopolis,"Ingleses do Rio Vermelho, Florianópolis"
"
6500
",mês,0,"
280
","
4
","
4
","
4
",florianopolis,"Rua Desembargador Ferreira Bastos, Coqueiros"
"
16000
",mês, 358,"
392
","
4
","
5
","
4
",florianopolis,"Rua das Sapopemas, Jurerê"
"
1500
",dia,0,"
170
","
4
","
4
","
5
",florianopolis,"Rua Mário Lacombe, Canasvieiras"
"
2100
",dia,0,"
296
","
6
","
7
","
6
",florianopolis,"Rua Cônego Walmor Castro, Ponta das Canas"
"
580
",dia,0,"
84
","
3
","
3
",0,florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
1700
",dia,0,"
100
","
4
","
3
",0,florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
6000
",mês,0,"
421
","
3
","
2
","
6
",florianopolis,"Rua Elesbão Pinto da Luz, Jardim Atlântico"
"
1000
",dia,0,"
350
","
5
","
6
","
2
",florianopolis,"Rua dos Cações, Jurerê Internacional"
"
11500
",mês, 1100,"
200
","
3
","
3
","
2
",florianopolis,"Estrada Haroldo Soares Glavan, Cacupé"
"
2400
",dia, 300,"
400
","
5
","
1
","
5
",florianopolis,"Estrada Dom João Becker, Ingleses do Rio Vermelho"
"
6000
",dia,0,"
520
","
4
","
2
","
2
",florianopolis,"Avenida dos Búzios, Jurerê Internacional"
"
14000
",mês, 800,"
480
","
5
","
6
","
2
",florianopolis,"Servidão Natalicia Pereira, Joao Paulo"
"
5900
",mês, 300,"
300
","
3
","
3
","
2
",florianopolis,"Canasvieiras, Florianópolis"
"
6000
",mês,0,"
270
","
3
","
3
","
2
",florianopolis,"Rua Paula Ramos, Coqueiros"
"
6500
",mês, 702,"
350
","
4
","
4
","
3
",florianopolis,"Rua João Henrique Gonçalves, Lagoa da Conceição"
"
1900
",dia,0,"
100
","
5
","
3
",0,florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
430
",dia,0,"
80
","
3
","
2
",0,florianopolis,"Rua Iolita Siqueira, Ponta das Canas"
"
6500
",mês, 701,"
350
","
3
","
4
","
13
",florianopolis,"Rua João Henrique Gonçalves, Lagoa da Conceição"
"
7600
",mês, 2200,"
270
","
4
","
3
","
2
",florianopolis,"Jurerê Internacional, Florianópolis"
"
2500
",dia,0,"
495
","
5
","
6
","
4
",florianopolis,"Rua das Tibiras, Jurerê Internacional"
"
4800
",mês,0,"
90
","
3
","
2
","
1
",florianopolis,"Rua Corália Ferreira da Luz, Centro"
"
1200
",dia,0,"
220
","
5
","
2
","
4
",florianopolis,"Canasvieiras, Florianópolis"
"
5000
",mês, 2400,"
350
","
3
","
5
","
4
",florianopolis,"Campeche, Florianópolis"
"
16000
",mês, 358,"
392
","
4
","
5
","
4
",florianopolis,"Rua das Sapopemas, Jurerê"
"
8000
",dia,0,"
606
","
4
","
2
","
4
",florianopolis,"Rua da Anchôva, Jurerê Internacional"
"
1400
",dia,0,"
220
","
4
","
3
","
3
",florianopolis,"Canasvieiras, Florianópolis"
"
4000
",mês, 1250,"
240
","
3
","
3
","
2
",florianopolis,"Ingleses do Rio Vermelho, Florianópolis"
"
7000
",mês, 2000,"
264
","
4
","
4
","
7
",florianopolis,"Rua Deputado Walter Gomes, Santo Antônio de Lisboa"
"
1280
",mês, 7,"
33
","
2
","
1
","
1
",florianopolis,"Rua Hélio Cirillo Barcelos, Carianos"
"
7345
",mês,0,"
300
","
4
","
3
","
2
",florianopolis,"Parque São Jorge, Florianópolis"
"
2300
",mês, 30,"
207
","
3
","
3
","
2
",blumenau,"Rua João Pessoa, Velha"
"
2200
",mês,0,"
140
","
4
","
2
","
2
",blumenau,"Velha, Blumenau"
"
2300
",mês,0,"
180
","
4
","
3
","
2
",blumenau,"Rua Frei Estanislau Schaette, Água Verde"
"
2300
",mês,0,"
228
","
3
","
3
","
2
",blumenau,"Garcia, Blumenau"
"
1400
",mês, 300,"
150
","
3
","
3
","
2
",blumenau,"Ponta Aguda, Blumenau"
"
1300
",mês,0,"
145
","
4
","
2
","
2
",blumenau,"Rua Bruno Schreiber, Progresso"
"
2200
",mês, 37,"
209
","
4
","
3
","
3
",blumenau,"Itoupava Seca, Blumenau"
"
1800
",mês,0,"
100
","
3
","
2
","
1
",blumenau,"Progresso, Blumenau"
"
980
",mês,0,"
120
","
3
","
2
","
2
",blumenau,"Rua Elsa Brehmer, Velha"
"
1400
",mês,0,"
120
","
3
","
1
","
2
",blumenau,"Rua Max Link, Itoupava Central"
"
2500
",mês, 78,"
240
","
4
","
3
","
2
",blumenau,"Rua Centenário, Valparaíso"
"
800
",mês,0,"
158
","
2
","
1
","
1
",blumenau,"Velha Central, Blumenau"
"
1200
",mês,0,"
150
","
3
","
1
","
2
",blumenau,"Vorstadt, Blumenau"
"
2750
",mês,0,"
228
","
6
","
4
","
2
",blumenau,"Garcia, Blumenau"
"
1100
",mês, 11,"
180
","
3
","
1
","
3
",blumenau,"Velha, Blumenau"
"
1100
",mês,0,"
84
","
2
","
1
","
1
",blumenau,"Itoupavazinha, Blumenau"
"
1500
",mês,0,"
140
","
4
","
2
","
6
",blumenau,"Rua Rodolfho Fischer, Itoupava Central"
"
3405
",mês, 90,"
190
","
4
","
1
","
2
",blumenau,"Rua Câmara Júnior, Garcia"
"
1185
",mês,0,"
180
","
3
","
1
","
1
",blumenau,"Rua Oswaldo Reichert, Progresso"
"
2305
",mês,0,"
180
","
3
","
3
","
6
",blumenau,"Rua Alberto Müller, Garcia"
"
1400
",mês, 42,"
78
","
3
","
2
","
2
",blumenau,"Itoupava Norte, Blumenau"
"
800
",mês,0,"
80
","
2
","
1
",0,blumenau,"Rua Teresina, Bom Retiro"
"
2305
",mês,0,"
273
","
3
","
3
","
2
",blumenau,"Rua José Hostert, Valparaíso"
"
1810
",mês,0,"
120
","
3
","
2
","
1
",blumenau,"Progresso, Blumenau"
"
1850
",mês,0,"
240
","
6
","
3
","
2
",blumenau,"Rua Porto Belo, Velha"
"
850
",mês,0,"
60
","
2
","
1
","
1
",blumenau,"Rua Arno Barth, Badenfurt"
"
6000
",mês, 600,"
219
","
5
","
6
","
4
",blumenau,"Rua Indaial, Victor Konder"
"
905
",mês,0,"
100
","
3
","
1
","
1
",blumenau,"Rua Belo Horizonte, Glória"
"
3300
",mês, 94,"
273
","
4
","
4
","
10
",blumenau,"Bom Retiro, Blumenau"
"
2000
",mês,0,"
160
","
3
","
2
","
2
",blumenau,"Água Verde, Blumenau"
